,r$_x$,r$_y$,r$_z$
395,-51.96152422706633,-29.999999999999982,49.800000000000004
396,-48.54101966249685,-35.26711513754838,49.800000000000004
397,-44.58868952864368,-40.14783638153148,49.800000000000004
398,-40.147836381531505,-44.58868952864364,49.800000000000004
399,-35.267115137548394,-48.54101966249684,49.800000000000004
400,-30.00000000000003,-51.961524227066306,49.800000000000004
401,-24.404198584548052,-54.81272745855603,49.800000000000004
402,-18.541019662496854,-57.06339097770921,49.800000000000004
403,-12.474701449065588,-58.688856044028334,49.800000000000004
404,-6.271707796059254,-59.6713137220964,49.800000000000004
405,-1.1021821192326178e-14,-60.0,49.800000000000004
406,6.271707796059179,-59.67131372209641,49.800000000000004
407,12.474701449065513,-58.68885604402835,49.800000000000004
408,18.541019662496833,-57.06339097770922,49.800000000000004
409,24.404198584547984,-54.81272745855607,49.800000000000004
410,29.99999999999996,-51.96152422706634,49.800000000000004
411,35.26711513754837,-48.54101966249685,49.800000000000004
412,40.14783638153147,-44.58868952864368,49.800000000000004
413,44.58868952864362,-40.147836381531526,49.800000000000004
414,48.54101966249684,-35.2671151375484,49.800000000000004
415,51.961524227066306,-30.00000000000003,49.800000000000004
416,54.81272745855603,-24.404198584548055,49.800000000000004
417,57.06339097770921,-18.541019662496858,49.800000000000004
418,58.688856044028334,-12.474701449065591,49.800000000000004
419,59.6713137220964,-6.271707796059259,49.800000000000004
420,60.0,0.0,58.10000000000001
421,59.6713137220964,6.271707796059207,58.10000000000001
422,58.68885604402834,12.47470144906556,58.10000000000001
423,57.06339097770921,18.541019662496844,58.10000000000001
424,54.812727458556054,24.40419858454801,58.10000000000001
425,51.96152422706632,29.999999999999996,58.10000000000001
426,48.54101966249685,35.26711513754839,58.10000000000001
427,44.58868952864366,40.14783638153149,58.10000000000001
428,40.14783638153149,44.58868952864365,58.10000000000001
429,35.26711513754839,48.54101966249685,58.10000000000001
430,30.000000000000007,51.96152422706631,58.10000000000001
431,24.404198584548023,54.812727458556054,58.10000000000001
432,18.541019662496847,57.06339097770921,58.10000000000001
433,12.474701449065567,58.688856044028334,58.10000000000001
434,6.2717077960592205,59.6713137220964,58.10000000000001
435,3.67394039744206e-15,60.0,58.10000000000001
436,-6.2717077960592,59.67131372209641,58.10000000000001
437,-12.474701449065547,58.68885604402834,58.10000000000001
438,-18.54101966249684,57.06339097770922,58.10000000000001
439,-24.404198584548002,54.81272745855606,58.10000000000001
440,-29.999999999999986,51.96152422706632,58.10000000000001
441,-35.26711513754838,48.54101966249685,58.10000000000001
442,-40.14783638153148,44.58868952864367,58.10000000000001
443,-44.58868952864364,40.1478363815315,58.10000000000001
444,-48.54101966249684,35.267115137548394,58.10000000000001
445,-51.961524227066306,30.00000000000002,58.10000000000001
446,-54.81272745855605,24.404198584548027,58.10000000000001
447,-57.06339097770921,18.54101966249685,58.10000000000001
448,-58.688856044028334,12.474701449065584,58.10000000000001
449,-59.6713137220964,6.271707796059224,58.10000000000001
450,-60.0,7.34788079488412e-15,58.10000000000001
451,-59.67131372209641,-6.271707796059183,58.10000000000001
452,-58.68885604402834,-12.474701449065543,58.10000000000001
453,-57.06339097770922,-18.541019662496836,58.10000000000001
454,-54.81272745855607,-24.404198584547988,58.10000000000001
455,-51.96152422706633,-29.999999999999982,58.10000000000001
456,-48.54101966249685,-35.26711513754838,58.10000000000001
457,-44.58868952864368,-40.14783638153148,58.10000000000001
458,-40.147836381531505,-44.58868952864364,58.10000000000001
459,-35.267115137548394,-48.54101966249684,58.10000000000001
460,-30.00000000000003,-51.961524227066306,58.10000000000001
461,-24.404198584548052,-54.81272745855603,58.10000000000001
462,-18.541019662496854,-57.06339097770921,58.10000000000001
463,-12.474701449065588,-58.688856044028334,58.10000000000001
464,-6.271707796059254,-59.6713137220964,58.10000000000001
465,-1.1021821192326178e-14,-60.0,58.10000000000001
466,6.271707796059179,-59.67131372209641,58.10000000000001
467,12.474701449065513,-58.68885604402835,58.10000000000001
468,18.541019662496833,-57.06339097770922,58.10000000000001
469,24.404198584547984,-54.81272745855607,58.10000000000001
470,29.99999999999996,-51.96152422706634,58.10000000000001
471,35.26711513754837,-48.54101966249685,58.10000000000001
472,40.14783638153147,-44.58868952864368,58.10000000000001
473,44.58868952864362,-40.147836381531526,58.10000000000001
474,48.54101966249684,-35.2671151375484,58.10000000000001
475,51.961524227066306,-30.00000000000003,58.10000000000001
476,54.81272745855603,-24.404198584548055,58.10000000000001
477,57.06339097770921,-18.541019662496858,58.10000000000001
478,58.688856044028334,-12.474701449065591,58.10000000000001
479,59.6713137220964,-6.271707796059259,58.10000000000001
480,60.0,0.0,66.4
481,59.6713137220964,6.271707796059207,66.4
482,58.68885604402834,12.47470144906556,66.4
483,57.06339097770921,18.541019662496844,66.4
484,54.812727458556054,24.40419858454801,66.4
485,51.96152422706632,29.999999999999996,66.4
486,48.54101966249685,35.26711513754839,66.4
487,44.58868952864366,40.14783638153149,66.4
488,40.14783638153149,44.58868952864365,66.4
489,35.26711513754839,48.54101966249685,66.4
490,30.000000000000007,51.96152422706631,66.4
491,24.404198584548023,54.812727458556054,66.4
492,18.541019662496847,57.06339097770921,66.4
493,12.474701449065567,58.688856044028334,66.4
494,6.2717077960592205,59.6713137220964,66.4
495,3.67394039744206e-15,60.0,66.4
496,-6.2717077960592,59.67131372209641,66.4
497,-12.474701449065547,58.68885604402834,66.4
498,-18.54101966249684,57.06339097770922,66.4
499,-24.404198584548002,54.81272745855606,66.4
500,-29.999999999999986,51.96152422706632,66.4
501,-35.26711513754838,48.54101966249685,66.4
502,-40.14783638153148,44.58868952864367,66.4
503,-44.58868952864364,40.1478363815315,66.4
504,-48.54101966249684,35.267115137548394,66.4
505,-51.961524227066306,30.00000000000002,66.4
506,-54.81272745855605,24.404198584548027,66.4
507,-57.06339097770921,18.54101966249685,66.4
508,-58.688856044028334,12.474701449065584,66.4
509,-59.6713137220964,6.271707796059224,66.4
510,-60.0,7.34788079488412e-15,66.4
511,-59.67131372209641,-6.271707796059183,66.4
512,-58.68885604402834,-12.474701449065543,66.4
513,-57.06339097770922,-18.541019662496836,66.4
514,-54.81272745855607,-24.404198584547988,66.4
515,-51.96152422706633,-29.999999999999982,66.4
516,-48.54101966249685,-35.26711513754838,66.4
517,-44.58868952864368,-40.14783638153148,66.4
518,-40.147836381531505,-44.58868952864364,66.4
519,-35.267115137548394,-48.54101966249684,66.4
520,-30.00000000000003,-51.961524227066306,66.4
521,-24.404198584548052,-54.81272745855603,66.4
522,-18.541019662496854,-57.06339097770921,66.4
523,-12.474701449065588,-58.688856044028334,66.4
524,-6.271707796059254,-59.6713137220964,66.4
525,-1.1021821192326178e-14,-60.0,66.4
526,6.271707796059179,-59.67131372209641,66.4
527,12.474701449065513,-58.68885604402835,66.4
528,18.541019662496833,-57.06339097770922,66.4
529,24.404198584547984,-54.81272745855607,66.4
530,29.99999999999996,-51.96152422706634,66.4
531,35.26711513754837,-48.54101966249685,66.4
532,40.14783638153147,-44.58868952864368,66.4
533,44.58868952864362,-40.147836381531526,66.4
534,48.54101966249684,-35.2671151375484,66.4
535,51.961524227066306,-30.00000000000003,66.4
536,54.81272745855603,-24.404198584548055,66.4
537,57.06339097770921,-18.541019662496858,66.4
538,58.688856044028334,-12.474701449065591,66.4
539,59.6713137220964,-6.271707796059259,66.4
540,60.0,0.0,74.7
541,59.6713137220964,6.271707796059207,74.7
542,58.68885604402834,12.47470144906556,74.7
543,57.06339097770921,18.541019662496844,74.7
544,54.812727458556054,24.40419858454801,74.7
545,51.96152422706632,29.999999999999996,74.7
546,48.54101966249685,35.26711513754839,74.7
547,44.58868952864366,40.14783638153149,74.7
548,40.14783638153149,44.58868952864365,74.7
549,35.26711513754839,48.54101966249685,74.7
550,30.000000000000007,51.96152422706631,74.7
551,24.404198584548023,54.812727458556054,74.7
552,18.541019662496847,57.06339097770921,74.7
553,12.474701449065567,58.688856044028334,74.7
554,6.2717077960592205,59.6713137220964,74.7
555,3.67394039744206e-15,60.0,74.7
556,-6.2717077960592,59.67131372209641,74.7
557,-12.474701449065547,58.68885604402834,74.7
558,-18.54101966249684,57.06339097770922,74.7
559,-24.404198584548002,54.81272745855606,74.7
560,-29.999999999999986,51.96152422706632,74.7
561,-35.26711513754838,48.54101966249685,74.7
562,-40.14783638153148,44.58868952864367,74.7
563,-44.58868952864364,40.1478363815315,74.7
564,-48.54101966249684,35.267115137548394,74.7
565,-51.961524227066306,30.00000000000002,74.7
566,-54.81272745855605,24.404198584548027,74.7
567,-57.06339097770921,18.54101966249685,74.7
568,-58.688856044028334,12.474701449065584,74.7
569,-59.6713137220964,6.271707796059224,74.7
570,-60.0,7.34788079488412e-15,74.7
571,-59.67131372209641,-6.271707796059183,74.7
572,-58.68885604402834,-12.474701449065543,74.7
573,-57.06339097770922,-18.541019662496836,74.7
574,-54.81272745855607,-24.404198584547988,74.7
575,-51.96152422706633,-29.999999999999982,74.7
576,-48.54101966249685,-35.26711513754838,74.7
577,-44.58868952864368,-40.14783638153148,74.7
